,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,prediction
6021,714,1,52,4,100755.66,1,1,1,186775.25,0.48590052
782,517,1,41,2,0.0,2,0,1,75937.47,0.031178804
932,708,0,42,8,192390.52,2,1,0,823.36,0.568098
6202,690,1,49,8,116622.73,1,0,1,51011.29,0.3371686
2412,754,1,38,2,0.0,2,1,0,180698.32,0.029642263
6997,611,1,68,5,82547.11,2,1,1,146448.01,0.07622701
9115,612,0,36,2,130700.92,2,0,0,77592.8,0.08723802
1156,615,1,49,3,0.0,2,1,1,49872.33,0.037094038
8107,560,1,50,3,0.0,2,1,0,84531.79,0.053558756
5805,537,0,38,1,96939.06,1,1,1,102606.92,0.14302571
4879,783,0,44,3,81811.71,1,1,0,164213.53,0.4821419
3309,523,0,28,2,121164.11,1,1,1,59938.81,0.09568808
8961,603,1,44,9,0.0,1,1,0,138328.24,0.39717448
1702,686,1,22,5,0.0,2,1,0,158974.45,0.029754795
2492,520,0,31,3,108914.17,1,1,1,183572.39,0.41617003
3706,629,0,44,6,125512.98,2,0,0,79082.76,0.19667822
8276,580,1,32,9,142188.2,2,0,1,128028.6,0.034904685
286,602,1,29,5,103907.28,1,1,0,161229.84,0.066344164
1608,574,0,39,2,122524.61,2,1,0,88463.63,0.5032653
6631,613,1,44,3,0.0,2,0,1,136491.72,0.060594607
8278,709,0,36,8,0.0,2,1,1,69676.55,0.100792974
7315,502,0,33,6,125241.17,2,1,1,158736.07,0.05509858
2252,733,0,33,7,187257.94,1,0,1,190430.81,0.23091376
7415,812,1,29,6,0.0,2,0,0,168023.6,0.029754795
8365,850,1,31,1,96399.31,2,1,0,106534.15,0.064896435
1891,584,0,37,1,0.0,2,1,1,180363.56,0.042936746
5062,849,1,41,10,84622.13,1,1,1,198072.16,0.39811954
6120,715,1,40,7,0.0,1,1,1,141359.11,0.2656927
563,509,0,46,1,0.0,1,1,0,71244.59,0.5326476
291,747,0,41,5,94521.17,2,1,0,194926.86,0.09393904
4716,646,1,18,10,0.0,2,0,1,52795.15,0.16914554
7708,486,0,39,8,97819.36,1,0,1,120531.31,0.2617405
6349,542,0,25,7,0.0,2,0,1,82393.08,0.0290327
169,682,1,24,9,57929.81,2,0,0,53134.3,0.096135065
267,651,1,36,7,0.0,2,1,0,13898.31,0.045112375
4638,516,1,50,7,139675.07,2,1,0,45591.23,0.31273875
7077,649,1,24,7,101195.23,1,0,0,133091.32,0.04977487
3355,660,1,24,5,85089.3,1,1,1,71638.0,0.03446759
8279,605,0,34,2,0.0,1,0,0,35982.42,0.29591176
315,474,1,37,3,0.0,2,0,0,57175.32,0.04835089
6728,804,0,33,10,138335.96,1,1,1,80483.76,0.19250707
9495,680,1,33,10,183768.47,1,1,0,164119.35,0.073652826
4067,565,0,32,4,90322.99,2,0,1,118740.37,0.03336572
245,635,0,40,10,123497.58,1,1,0,131953.23,0.43014476
252,681,0,79,0,0.0,2,0,1,170968.99,0.041878793
1111,833,1,59,1,130854.59,1,1,1,30722.52,0.5075524
4801,823,1,71,5,149105.08,1,0,1,162683.06,0.10187968
1713,634,1,44,9,149961.11,1,1,0,57121.51,0.5831862
50,698,1,44,10,116363.37,2,1,0,198059.16,0.1839749
1835,696,1,38,6,142316.14,1,1,1,8018.49,0.15480758
7896,635,1,41,1,0.0,2,1,0,175611.5,0.042353265
3383,698,1,39,9,133191.19,2,0,1,53289.49,0.06845521
6410,689,0,63,1,0.0,2,1,1,186526.12,0.040641192
4313,646,1,69,10,115462.44,1,1,0,40421.87,0.88970363
872,722,0,35,2,163943.89,2,1,1,15068.18,0.04102174
1254,628,0,46,1,46870.43,4,1,0,31272.14,0.95713085
8881,744,1,29,1,43504.42,1,1,1,119327.75,0.043223437
5851,576,1,33,3,0.0,2,0,1,190112.05,0.029754795
5702,585,1,36,7,0.0,2,1,0,94283.09,0.05534329
8103,479,1,51,1,107714.74,3,1,0,86128.21,0.9535759
2098,601,0,43,2,0.0,1,1,0,49713.87,0.41526544
5128,508,0,38,3,166328.65,2,0,1,22614.19,0.14659755
248,634,1,24,8,103097.85,1,1,1,157577.29,0.04635163
6561,445,0,48,7,168286.58,1,1,0,16645.77,0.36261314
1339,682,1,46,7,128029.72,1,1,1,62615.35,0.36128712
7017,646,1,25,5,182876.88,2,1,1,42537.59,0.051406767
2110,722,0,48,10,138311.76,1,1,1,3472.63,0.40376508
1569,651,0,42,1,116646.76,1,1,0,44731.8,0.5250957
1726,776,1,38,5,112281.7,1,0,1,89893.6,0.041688565
8384,755,1,34,3,0.0,2,1,1,158816.03,0.029754795
6940,575,1,46,1,0.0,2,1,1,65998.26,0.03126081
4395,660,0,20,6,167685.56,1,1,0,57929.9,0.16321822
2420,593,0,46,7,98752.51,1,1,0,145560.38,0.8041132
3045,621,1,27,1,74298.43,1,1,1,52581.96,0.04354942
5503,704,1,24,10,122109.78,1,1,1,127654.37,0.04347462
3703,739,1,40,5,149131.03,3,1,1,60036.99,0.9420458
8191,644,0,40,10,139180.97,1,1,1,19959.67,0.26046544
5331,637,0,46,2,143500.82,1,1,0,166996.46,0.678708
9808,603,0,39,9,76769.68,1,0,0,48224.72,0.36149472
447,501,1,40,4,125832.2,1,1,1,100433.83,0.20854254
7894,706,1,67,1,123276.69,2,1,1,86507.88,0.1234348
8728,434,1,41,4,108128.52,1,0,1,56784.11,0.44823238
7828,734,0,40,9,176914.8,1,1,1,12799.23,0.2478299
1768,760,1,28,1,141038.57,2,0,0,16287.38,0.045649238
6808,709,1,30,9,115479.48,2,1,1,134732.99,0.04354317
4704,588,0,35,0,0.0,2,1,1,155485.24,0.041471492
3869,512,0,31,7,0.0,2,0,0,49326.07,0.030375384
1655,669,0,47,9,61196.54,1,1,0,58170.24,0.53665954
3187,516,0,45,8,109044.3,1,0,1,115818.16,0.38494644
683,749,0,40,8,141782.57,2,0,0,86333.63,0.07804581
4170,673,0,69,3,78833.15,2,1,1,37196.15,0.051371075
4477,679,1,52,9,135870.01,2,0,0,54038.62,0.7703009
461,539,1,39,3,0.0,2,1,0,36692.17,0.030975692
5764,726,0,34,0,185734.75,1,1,1,102036.82,0.45836663
7522,610,1,41,6,0.0,3,0,0,56118.81,0.3680428
4502,698,1,45,5,164450.94,1,1,0,141970.02,0.17504796
9709,575,0,57,8,137936.94,1,1,1,84475.13,0.24404365
318,628,0,22,3,0.0,1,1,0,85426.28,0.27830422
1145,546,1,28,8,0.0,1,1,0,159254.29,0.07327386
5094,610,1,37,0,0.0,1,1,0,114514.64,0.41246587
1393,831,0,32,2,146033.62,1,1,0,191260.74,0.103545025
6623,581,1,28,3,104367.5,1,1,1,29937.75,0.06831826
1501,661,0,31,7,144162.3,2,1,1,14490.79,0.06865273
6408,729,1,44,4,107726.93,2,1,0,153064.87,0.39780754
376,745,1,45,10,117231.63,3,1,1,122381.02,0.9667526
410,709,1,23,10,0.0,2,0,0,129590.18,0.029754795
1660,655,0,37,7,111852.84,2,1,0,10511.13,0.14008643
3151,686,0,39,3,111695.62,1,0,0,136643.84,0.20662728
1623,589,1,38,2,0.0,1,1,0,79915.28,0.5378734
5609,623,0,40,4,0.0,3,1,0,31669.18,0.7619447
8532,585,0,35,2,0.0,2,1,0,98621.04,0.053614166
5802,499,1,35,10,0.0,2,1,0,10722.54,0.029658247
5306,605,0,51,9,104760.82,1,1,1,165574.54,0.7102655
7086,554,0,38,3,138731.95,1,1,1,194138.36,0.1362045
8897,603,1,51,8,186825.57,1,1,0,93739.71,0.43373945
7488,538,0,42,4,80380.24,1,1,0,119216.46,0.41910052
9615,692,0,47,3,0.0,2,1,0,150802.41,0.06503205
9217,644,1,31,5,0.0,2,1,1,41872.17,0.0338625
1672,513,0,37,6,0.0,2,1,0,110142.34,0.03005002
2358,669,1,43,1,163159.85,1,0,1,15602.8,0.09202804
8467,709,1,62,3,0.0,2,1,1,82195.15,0.050146352
274,712,1,28,4,145605.44,1,0,1,93883.53,0.04075496
2473,351,0,57,4,163146.46,1,1,0,169621.69,0.89298517
5489,728,1,33,8,129907.63,1,0,1,36083.96,0.103300735
4771,580,0,36,3,74974.89,1,1,1,12099.67,0.30804843
2107,646,0,42,3,99836.47,1,0,1,22909.56,0.311589
7500,694,1,47,4,0.0,2,1,0,197528.62,0.060986213
4414,712,1,27,8,113174.21,2,1,0,147261.58,0.041252956
8138,584,0,36,4,109646.83,1,1,1,70240.79,0.1443552
8660,535,0,27,6,0.0,2,0,1,49775.58,0.030375384
8239,639,1,34,7,149940.04,2,0,0,156648.81,0.1056187
2417,732,0,33,8,111379.55,1,1,1,45098.62,0.17921878
8771,681,1,31,4,97338.19,2,0,0,48226.76,0.045683797
2236,632,1,41,3,126550.7,1,0,0,177644.52,0.26354313
3767,769,1,29,4,145471.37,1,1,0,188382.77,0.09089313
9791,825,0,35,6,118336.95,1,1,0,26342.33,0.637588
9989,841,1,28,4,0.0,2,1,1,179436.6,0.029754795
9965,627,0,33,4,83199.05,1,0,0,159334.93,0.116288915
7323,742,1,24,8,0.0,2,1,0,4070.28,0.030059807
1383,571,0,23,10,151097.28,1,0,1,17163.75,0.25410503
3101,763,1,32,9,160680.41,1,1,0,30886.35,0.15679781
3921,567,1,59,3,0.0,2,1,0,25843.7,0.51945966
6685,636,1,34,8,0.0,2,1,0,38570.13,0.0338625
3194,690,0,26,3,118097.87,1,1,0,61257.83,0.23503822
1941,452,1,44,3,88915.85,1,1,0,69697.74,0.41407025
7713,793,1,56,8,119496.25,2,1,0,29880.99,0.84610045
4896,605,1,41,5,91612.91,1,1,1,28427.84,0.10043206
4782,752,0,53,8,114233.18,1,1,1,51587.04,0.3532454
1496,569,1,38,8,0.0,2,0,0,79618.79,0.032382373
1957,710,1,54,6,171137.62,1,1,1,167023.95,0.14350824
9171,411,0,54,9,0.0,1,0,1,76621.49,0.48283815
9745,818,1,36,4,0.0,2,1,1,8037.03,0.030495208
7332,788,0,42,6,138650.49,2,1,0,64746.07,0.13007458
7949,530,1,52,1,106723.28,1,0,0,109960.4,0.8734513
3017,590,0,29,2,166930.76,2,1,0,122487.73,0.052748613
6746,640,1,39,3,0.0,1,1,1,105997.25,0.09153203
513,734,1,34,6,133598.4,1,1,1,13107.24,0.13841748
3934,581,0,46,1,0.0,2,1,0,104272.04,0.039763734
3025,759,0,39,6,0.0,2,1,1,140497.67,0.044580553
1199,645,1,41,7,0.0,1,0,1,28667.56,0.20647573
5028,478,0,38,4,171913.87,1,1,0,51820.87,0.0484345
9784,527,1,39,4,0.0,2,1,0,167183.07,0.029642263
921,609,1,61,1,0.0,1,1,0,22447.85,0.9415495
4649,670,1,31,1,142631.54,2,1,1,175894.24,0.04805087
5332,710,0,29,3,119670.18,1,1,0,188022.44,0.16615726
1076,702,1,39,8,0.0,2,1,0,99654.13,0.030130317
6768,599,1,42,6,0.0,2,1,0,113868.4,0.119015954
9410,640,0,46,5,107978.4,2,1,0,155876.06,0.2916325
1671,594,1,41,2,122545.65,2,1,1,42050.24,0.10249953
474,571,0,33,1,0.0,2,1,0,102750.7,0.059473973
9186,652,0,58,3,116353.2,2,0,1,193502.9,0.46334463
8839,606,1,40,1,144757.97,2,1,1,166656.18,0.06951263
5758,681,0,44,4,91115.76,2,0,0,24208.84,0.112568446
6297,807,0,34,1,0.0,1,0,0,114448.13,0.36385363
2478,774,0,41,5,126670.37,1,1,0,102426.06,0.15546668
5493,680,1,31,9,0.0,2,1,0,36145.53,0.030059807
3914,658,1,44,2,168396.34,1,1,1,14178.73,0.21784852
2138,718,1,45,3,105266.32,2,1,1,193724.51,0.14390685
5454,704,1,39,5,0.0,1,1,0,6416.92,0.12974872
5379,627,0,21,7,98993.02,1,1,1,169156.64,0.16749913
8985,664,1,41,7,123428.69,1,1,1,164924.11,0.15855232
4023,535,1,38,8,85982.07,1,1,0,9238.35,0.22250041
3485,604,1,33,3,0.0,1,1,0,42171.13,0.22796349
2455,661,1,47,5,0.0,1,0,1,107243.31,0.5958106
2464,583,1,40,4,107041.3,1,1,1,5635.63,0.2769868
8696,504,1,34,0,54980.81,1,1,1,136909.88,0.103123225
1369,652,1,50,8,125437.64,1,1,1,17160.94,0.7296721
6688,550,1,22,6,154377.3,1,1,1,51721.52,0.038853772
7456,790,1,20,8,0.0,2,1,0,168152.76,0.029754795
9974,583,1,33,7,122531.86,1,1,0,13549.24,0.13237602
1901,796,1,67,5,0.0,2,0,1,54871.02,0.033927966
4871,763,1,40,3,0.0,2,1,0,134281.11,0.038302604
4710,585,0,40,3,162261.01,2,1,0,137028.51,0.22395459
7886,666,0,36,8,0.0,1,0,1,158666.99,0.13628834
1793,629,1,36,1,161757.87,2,1,1,146371.72,0.035384387
2874,831,1,32,9,80262.66,1,1,0,194867.78,0.19336653
6217,693,1,31,2,0.0,2,1,1,107759.31,0.030971045
5213,752,1,29,4,129514.99,1,1,1,102930.46,0.08876065
2245,625,0,58,10,53772.73,1,1,1,192072.1,0.44625753
1741,747,0,25,4,0.0,2,0,1,42039.67,0.031428054
1020,625,1,49,6,173434.9,1,1,0,165580.93,0.5815164
705,750,1,40,5,168286.81,3,1,0,20451.99,0.93494606
4294,579,0,42,3,137560.38,2,1,1,85424.34,0.28755343
5576,566,1,65,4,120100.41,1,1,0,107563.16,0.91495055
7166,618,0,40,8,0.0,2,1,0,80204.38,0.13955966
8177,678,0,40,8,128644.46,1,0,0,167673.37,0.22109291
908,685,1,31,10,135213.71,1,1,1,125777.28,0.04347462
5193,562,0,29,9,120307.58,1,1,1,6795.61,0.17076135
3077,587,1,33,6,132603.36,1,1,0,55775.72,0.1981139
9366,736,0,36,6,0.0,1,1,0,70496.66,0.3156125
594,779,0,26,4,174318.13,2,0,1,38296.21,0.084020555
5304,531,0,42,6,75302.85,2,0,0,57034.35,0.1319835
440,626,0,35,3,0.0,1,0,0,80190.36,0.2536201
7606,680,0,31,3,127331.46,3,1,1,176433.6,0.8494714
4092,583,0,40,4,0.0,2,1,0,114093.73,0.035753164
6134,699,0,25,8,0.0,2,1,1,52404.47,0.034110352
10,528,1,31,6,102016.72,2,0,0,80181.12,0.058614075
3776,750,1,33,2,152302.72,1,1,0,71333.44,0.2783526
8999,702,0,38,9,0.0,2,1,1,158527.45,0.092621535
3708,565,1,34,7,0.0,1,0,0,74593.84,0.1423011
3780,595,1,46,5,142360.62,2,1,0,48421.4,0.32186267
93,769,1,29,8,0.0,2,1,1,172290.61,0.029754795
9239,583,0,32,7,94753.55,2,1,1,18149.03,0.050381273
3949,554,1,43,5,99906.89,1,0,0,24983.39,0.2882937
5785,753,1,48,4,0.0,2,0,1,146821.42,0.03355114
4870,648,0,43,1,107963.38,1,0,0,186438.86,0.7320743
4802,512,1,39,3,0.0,1,1,0,134878.19,0.32462245
4867,648,0,34,3,0.0,1,1,0,54726.43,0.41320595
292,583,1,27,7,0.0,2,1,0,51285.49,0.029658247
7888,594,0,31,0,79340.95,1,1,0,78255.86,0.11159879
7405,556,1,34,8,163757.06,1,1,1,104000.06,0.051968478
5595,608,1,33,4,0.0,1,0,1,130474.03,0.28889012
2886,449,0,37,6,0.0,2,1,0,82176.48,0.059974503
6454,597,1,35,0,127510.99,1,1,1,155356.34,0.11860142
2542,549,1,41,9,95020.8,3,1,1,131710.59,0.8391275
1765,766,1,43,6,112088.04,2,1,1,36706.56,0.15700445
6800,711,0,35,8,0.0,1,1,1,67508.01,0.14136407
1877,770,1,55,9,63127.41,2,1,0,185211.28,0.8435272
1981,476,0,69,1,105303.73,1,0,1,134260.34,0.36271888
9729,651,1,23,10,0.0,2,1,1,170099.23,0.029754795
9608,700,1,44,9,0.0,2,1,0,142287.65,0.064616315
2685,679,1,60,6,0.0,2,1,1,77331.77,0.04947642
8930,724,0,69,5,117866.92,1,1,1,62280.91,0.14604409
3458,770,0,37,9,0.0,2,0,0,22710.72,0.09039677
4541,617,0,36,7,115617.24,1,1,1,71519.4,0.26707998
2178,774,0,43,1,116360.07,1,1,0,17004.14,0.6322522
4450,633,1,59,2,103996.74,1,1,1,103159.11,0.24086583
3859,677,1,42,5,99580.13,1,1,0,21007.96,0.2780414
7623,719,1,61,5,0.0,2,0,1,29132.43,0.044422608
7654,614,0,38,4,72594.0,1,1,1,76042.48,0.2363346
4519,617,1,38,7,0.0,1,1,1,27239.28,0.49989185
2517,592,1,36,2,104702.65,2,1,0,107948.72,0.109545566
4836,609,1,26,10,126392.18,1,0,1,43651.49,0.105189525
2885,660,1,42,5,0.0,2,1,0,115509.59,0.033083368
7281,629,1,59,9,113657.83,1,1,1,116848.79,0.14855196
6255,547,1,55,4,111362.76,3,1,0,16922.28,0.9592562
4539,718,0,37,7,0.0,2,1,1,55100.09,0.09054824
5639,523,1,61,8,66250.71,1,1,1,21859.06,0.3178511
9459,650,0,47,9,0.0,1,1,0,187943.6,0.9250345
3481,729,0,34,9,53299.96,2,1,1,42855.97,0.037343323
1277,743,1,42,7,77002.2,2,1,1,80428.42,0.08119837
3146,548,0,28,8,116755.5,2,1,1,158585.17,0.091299266
8262,737,0,33,4,0.0,2,1,0,115115.32,0.02912727
3205,850,0,42,8,0.0,1,1,0,19632.64,0.3932226
9892,604,1,40,5,155455.43,1,0,1,113581.85,0.26757172
2742,649,0,41,2,125785.23,1,1,1,70523.92,0.12374053
6076,687,0,24,3,110495.27,1,1,0,158615.41,0.25994515
4047,720,1,21,2,123200.78,1,1,1,180712.28,0.079129554
5731,674,1,45,7,144889.18,1,1,1,102591.9,0.14832667
2945,835,1,20,4,124365.42,1,0,0,180197.74,0.19968204
5790,486,1,27,7,0.0,2,1,0,28823.04,0.029658247
6794,575,0,54,9,68332.96,1,1,1,144390.75,0.50038356
6543,814,1,29,1,131968.57,2,1,1,147693.92,0.03446683
700,750,0,32,5,0.0,2,1,0,95611.47,0.030318668
3574,541,0,32,4,0.0,1,1,1,114951.42,0.14480932
7699,605,0,36,9,0.0,2,0,1,35521.63,0.04974691
2515,564,1,40,4,0.0,1,1,0,85455.62,0.2936008
3000,532,0,40,5,0.0,2,0,1,177099.71,0.051004518
5820,721,1,37,4,98459.6,1,0,0,90821.66,0.07154277
8581,585,0,43,2,0.0,2,1,0,89402.54,0.03792996
3684,482,0,35,2,133111.73,1,0,1,79957.95,0.079782575
2995,535,0,29,2,112367.34,1,1,0,185630.76,0.20284595
4252,452,1,33,7,153663.27,1,1,0,111868.23,0.05119149
3411,711,0,37,8,113899.92,1,0,0,80215.2,0.16199806
7962,634,0,56,3,116251.24,1,0,1,42429.88,0.5973022
6309,705,1,25,9,0.0,2,0,1,112331.19,0.029754795
8611,596,0,30,1,0.0,2,1,0,8125.39,0.046085462
5012,575,1,40,5,0.0,2,1,1,122488.59,0.038651142
7750,550,1,25,0,0.0,2,1,1,184221.11,0.03344551
5979,677,0,24,0,148298.59,2,0,0,182913.95,0.1804894
4048,602,0,63,7,0.0,2,1,1,56323.21,0.043247037
4899,803,0,32,9,192122.84,1,1,1,54277.45,0.21343786
1318,598,0,43,5,0.0,3,1,1,100722.72,0.9152111
9772,660,1,30,1,84440.1,2,1,1,60485.98,0.057564218
9137,535,0,38,0,135919.33,1,1,0,80425.65,0.22244965
7142,612,0,63,2,131629.17,2,1,0,122109.58,0.88199437
1897,673,0,37,0,0.0,2,0,0,82351.06,0.10648268
7465,666,1,30,3,110153.27,1,0,1,74849.46,0.04849704
603,566,1,30,5,0.0,1,1,0,54926.51,0.20403892
2846,544,1,39,4,142406.43,2,1,0,146637.45,0.10108133
8207,566,1,63,2,120787.18,2,1,1,52198.84,0.09709447
393,556,1,38,8,0.0,2,0,0,417.41,0.030975692
4436,508,1,26,7,205962.0,1,1,0,156424.4,0.06855383
9447,718,0,41,1,0.0,2,0,1,27509.52,0.04054254
7234,512,0,35,5,124580.69,1,1,1,18785.48,0.09753657
5398,831,1,44,3,111100.98,1,1,1,28144.07,0.33510798
95,515,1,35,10,176273.95,1,0,1,121277.78,0.12279387
1662,695,1,40,7,139022.24,1,0,1,193383.13,0.1600623
8970,758,1,61,2,0.0,2,1,1,43982.41,0.07452652
5130,691,1,38,9,163965.69,2,0,1,103511.26,0.08168007
1488,596,1,30,6,121345.88,4,1,0,41921.75,0.92281216
8316,651,1,53,7,0.0,2,1,1,130132.41,0.05576289
2707,637,0,38,3,104339.56,1,0,0,119882.86,0.14645821
1595,677,1,38,4,0.0,2,1,0,187800.63,0.029642263
9277,633,1,29,7,0.0,1,1,1,130224.73,0.15330368
2377,549,1,50,9,94748.76,2,0,1,13608.18,0.14321809
5140,626,0,29,4,105767.28,2,0,0,41104.82,0.040430393
6147,690,1,31,2,137260.45,2,1,0,55387.28,0.034065545
8241,565,1,32,9,0.0,2,1,0,5388.3,0.029658247
3948,748,1,58,9,122330.7,2,0,1,124429.19,0.15533853
3933,698,1,37,5,98400.61,2,0,0,25017.28,0.04120554
4797,793,0,32,1,96408.98,1,1,1,138191.81,0.19848314
4372,628,1,31,0,88421.81,1,0,0,72350.47,0.11176806
9862,756,1,27,8,0.0,2,1,1,157932.75,0.029754795
8242,478,0,50,2,0.0,1,0,1,93332.64,0.552185
3448,560,0,31,5,125341.69,1,1,0,79547.39,0.22244076
2943,678,0,41,9,0.0,1,0,0,13160.03,0.2560856
2465,763,0,32,10,95153.77,1,0,1,81310.1,0.10304928
8582,668,1,32,1,134446.04,1,0,1,111241.37,0.052446865
5506,590,1,34,0,65812.35,2,0,1,160346.3,0.0773907
2698,586,0,28,5,0.0,3,1,0,170487.4,0.7889755
2447,621,1,26,2,75237.54,1,0,1,44220.4,0.06602326
19,726,0,24,6,0.0,2,1,1,54724.03,0.034110352
2748,401,1,48,8,128140.17,1,1,0,175753.55,0.8683164
5399,733,1,35,8,102918.38,1,1,1,45959.86,0.042725008
8078,576,0,50,8,0.0,2,1,1,57802.62,0.056788467
6871,636,0,48,3,120568.41,1,1,0,190160.04,0.8710765
4708,530,1,44,6,0.0,2,0,0,55893.37,0.07753433
9476,650,0,48,7,138232.24,1,1,0,57594.78,0.18455115
809,657,0,37,6,95845.6,1,1,0,122218.23,0.16463338
7477,677,0,56,0,119963.45,1,0,0,158325.87,0.94112813
2273,726,0,27,7,123826.07,1,0,1,78970.58,0.0898144
1923,717,1,36,2,148061.89,1,1,0,179128.69,0.13345067
1470,568,0,31,1,61592.14,2,1,1,61796.64,0.039836522
7934,629,1,31,6,132876.55,1,1,1,130862.11,0.13014552
7407,639,1,22,4,0.0,2,1,0,28188.96,0.0338625
2406,702,1,32,8,71667.74,1,1,1,126082.18,0.03533108
1142,793,1,41,9,0.0,2,1,0,152153.74,0.0634346
1747,586,1,34,9,74309.81,1,1,0,15034.93,0.1422529
5709,644,0,39,9,0.0,1,1,0,3740.93,0.24170545
4975,743,1,39,6,0.0,2,1,0,44265.28,0.030975692
7300,669,1,45,1,123949.75,1,0,0,110881.56,0.4143745
8148,780,1,47,7,86006.21,1,1,1,37973.13,0.3451982
2833,683,1,40,8,0.0,1,1,0,75848.22,0.36489698
3131,648,0,39,3,126935.98,2,0,1,57995.74,0.0708794
1310,748,0,27,2,90971.85,1,1,1,131662.47,0.05608944
8650,637,1,27,1,0.0,2,1,0,91291.2,0.0338625
6774,656,0,48,9,0.0,2,1,1,85240.61,0.03528128
6756,473,0,39,9,117103.26,2,1,1,85937.52,0.10444304
620,593,1,35,9,114193.24,1,1,0,71154.1,0.31680673
2701,649,0,31,2,0.0,2,1,0,15200.61,0.055903446
2199,762,1,29,6,141389.06,1,1,0,54122.89,0.17941034
6196,698,1,29,5,95167.55,1,1,1,152723.23,0.03533108
8824,643,0,35,6,0.0,2,1,1,41549.64,0.08567256
1046,807,0,42,1,0.0,1,1,0,16500.66,0.5012606
5768,674,1,36,2,154525.7,1,0,1,27468.72,0.04286653
9947,615,1,34,1,83503.11,2,1,1,73124.53,0.057564218
9019,421,1,34,2,0.0,2,1,1,96615.23,0.040581312
743,611,0,49,2,88915.37,3,0,0,161435.02,0.96796185
222,567,1,42,2,0.0,2,1,1,167984.61,0.031391542
3149,643,0,34,8,117451.47,1,1,0,65374.86,0.24521291
625,850,1,35,7,110349.82,1,0,0,126355.8,0.102124624
9334,641,1,25,10,0.0,2,1,1,180808.39,0.029754795
7566,574,1,36,4,77967.5,1,1,0,167066.95,0.113694236
4582,501,1,37,4,0.0,2,0,0,12470.3,0.030975692
5711,617,0,35,2,104508.1,1,1,1,147636.46,0.10830403
3284,814,1,48,9,136596.85,1,1,1,185791.9,0.3573939
7585,490,0,40,1,0.0,1,1,1,49594.19,0.41475853
9646,850,1,71,10,69608.14,1,1,0,97893.4,0.75701606
1530,611,0,26,2,107508.93,2,1,1,120801.65,0.039083377
9685,593,1,45,4,138825.19,1,0,0,10828.78,0.47770092
353,670,1,25,6,0.0,2,1,1,78358.94,0.0338625
2474,739,0,37,8,0.0,2,1,0,191557.1,0.10508431
8013,650,1,32,2,84906.45,1,1,0,163216.48,0.044428516
6475,497,1,41,5,80542.81,1,0,0,88729.22,0.17067412
6449,693,1,45,2,116546.59,2,0,0,23140.28,0.10485269
239,703,1,28,2,81173.83,2,0,1,162812.16,0.03596089
2625,567,1,29,5,129750.68,1,1,0,109257.59,0.11199222
9786,803,1,34,4,142929.16,2,1,1,114869.56,0.0353452
7198,670,1,33,6,88294.6,1,1,0,66979.06,0.17813137
7692,634,1,74,5,108891.7,1,1,0,10078.02,0.48412818
2997,655,0,26,7,106198.5,1,0,1,32020.42,0.2187657
6440,790,0,47,10,148636.21,1,0,1,16119.96,0.53603715
4562,678,1,36,1,117864.85,2,1,0,27619.06,0.060963005
8614,797,1,32,1,151922.94,1,1,0,8877.06,0.2532166
1479,595,1,32,8,131081.66,2,1,1,69428.79,0.055835456
1018,850,0,45,5,103909.86,1,1,0,60083.11,0.4064798
3094,480,0,25,3,174330.35,2,0,0,181647.13,0.21996953
6182,709,0,37,9,0.0,2,1,0,16733.59,0.12249522
4960,811,1,42,10,0.0,2,1,1,3797.79,0.039608806
8492,494,1,28,9,114731.76,2,0,1,79479.74,0.06477351
1103,512,0,32,2,123403.85,2,1,0,80120.19,0.1366179
6081,526,1,52,8,93590.47,1,0,1,21228.71,0.31729627
9525,618,0,46,6,150213.71,1,1,0,120668.46,0.45942983
5190,735,1,36,5,0.0,2,1,0,105152.17,0.031419218
4181,656,1,26,4,139584.57,1,1,0,36308.93,0.0912749
4467,538,1,31,1,0.0,2,1,0,1375.46,0.036728863
1626,617,0,28,0,0.0,2,1,1,7597.83,0.09809962
6717,663,0,58,5,216109.88,1,0,1,74176.71,0.2342053
3798,700,0,43,0,0.0,2,1,0,59475.35,0.22444212
3053,601,0,34,5,0.0,2,1,0,27022.57,0.030375384
2867,559,0,27,1,0.0,1,0,1,1050.33,0.058476876
1432,573,0,44,4,0.0,1,1,1,94862.93,0.1652059
7983,774,0,36,9,114997.42,1,1,0,75304.09,0.2902664
9346,716,1,41,9,0.0,1,1,1,113267.48,0.23149014
9419,686,1,26,1,57422.62,1,1,1,79189.4,0.059358563
4076,672,0,50,1,0.0,1,1,0,12106.82,0.74834543
217,730,0,33,9,0.0,2,0,0,176576.62,0.02912727
3555,528,0,36,1,156948.41,1,1,1,149912.28,0.05184037
7936,468,1,22,2,0.0,2,1,0,28123.99,0.040581312
8421,693,1,43,6,128760.32,1,1,0,36342.79,0.44244516
1034,663,1,46,3,0.0,2,0,1,176276.1,0.032871023
3773,749,0,35,3,0.0,3,1,1,132649.85,0.4938361
4132,540,0,28,6,84121.04,1,0,1,80698.54,0.06794644
2335,724,0,48,6,110463.25,2,1,1,80552.11,0.3948034
6492,753,0,35,5,82453.96,2,0,0,18254.75,0.04487658
1482,574,1,26,8,97460.1,1,1,1,43093.67,0.03656582
906,685,1,33,6,174912.72,1,1,1,43932.54,0.036555946
